Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
WN6 7HG,Yes,53.557397,-2.641918,357574,406944,SD575069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",41,18,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,48,,E01006255
WN6 7HH,Yes,53.558248,-2.642565,357532,407039,SD575070,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",27,11,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7HJ,Yes,53.558487,-2.643142,357494,407066,SD574070,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",68,36,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,53,,E01006255
WN6 7HL,Yes,53.559171,-2.642986,357505,407142,SD575071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",77,34,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,53,,E01006255
WN6 7HN,Yes,53.55978,-2.643479,357473,407210,SD574072,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",18,8,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,54,,E01006255
WN6 7HP,Yes,53.560625,-2.643431,357477,407304,SD574073,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",55,23,"Wigan","Wigan","Wigan 005E","Urban major conurbation",North West,56,,E01006260
WN6 7HQ,Yes,53.558864,-2.641668,357592,407107,SD575071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",83,37,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7HR,Yes,53.560251,-2.644512,357405,407263,SD574072,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",14,8,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,56,,E01006255
WN6 7HS,Yes,53.559301,-2.643864,357447,407157,SD574071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",52,21,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,54,,E01006255
WN6 7HT,Yes,53.558321,-2.643985,357438,407048,SD574070,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",8,5,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,52,,E01006255
WN6 7HU,Yes,53.557697,-2.643009,357502,406978,SD575069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",63,33,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,51,,E01006255
WN6 7HW,Yes,53.560152,-2.642775,357520,407251,SD575072,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",44,19,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,54,,E01006255
WN6 7HX,Yes,53.557443,-2.643458,357472,406950,SD574069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",31,13,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7HY,Yes,53.556629,-2.642797,357515,406859,SD575068,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",18,11,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,48,,E01006255
WN6 7HZ,Yes,53.55531,-2.642233,357551,406712,SD575067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",121,46,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,44,,E01006371
WN6 7JA,Yes,53.553147,-2.641687,357585,406471,SD575064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",95,36,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,38,,E01006371
WN6 7JB,Yes,53.552839,-2.642045,357561,406437,SD575064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",53,27,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,37,,E01006371
WN6 7JD,Yes,53.554006,-2.642334,357543,406567,SD575065,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",180,71,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,40,,E01006371
WN6 7JE,Yes,53.555694,-2.642783,357515,406755,SD575067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",98,45,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,46,,E01006371
WN6 7JF,Yes,53.556986,-2.643165,357491,406899,SD574068,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",45,23,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7JG,Yes,53.557961,-2.64404,357434,407008,SD574070,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",73,36,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,51,,E01006255
WN6 7JH,Yes,53.55978,-2.645094,357366,407211,SD573072,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",43,18,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,56,,E01006255
WN6 7JJ,Yes,53.556543,-2.643596,357462,406850,SD574068,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",18,9,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,49,,E01006255
WN6 7JQ,Yes,53.558819,-2.644959,357374,407104,SD573071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",55,23,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,54,,E01006255
WN6 7JZ,Yes,53.546971,-2.635089,358016,405780,SD580057,"Greater Manchester","Wigan","Wigan Central", E08000010,E05000861,England,E11000010,"Wigan",1995-07-01,,"","",,,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,39,,E01006369
WN6 7LA,Yes,53.549475,-2.650839,356975,406068,SD569060,"Greater Manchester","Wigan","Douglas", E08000010,E05000847,England,E11000010,"Wigan",1991-09-01,,"","",,,"Wigan","Wigan","Wigan 010A","Urban major conurbation",North West,26,,E01006350
WN6 7LB,Yes,53.549471,-2.644892,357369,406064,SD573060,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",,,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,29,,E01006369
WN6 7LE,Yes,53.549881,-2.647298,357210,406111,SD572061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1993-01-01,,"","",25,16,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,28,,E01006258
WN6 7LF,Yes,53.549849,-2.646633,357254,406107,SD572061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",55,27,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,28,,E01006369
WN6 7LG,Yes,53.549853,-2.647433,357201,406108,SD572061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",82,37,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,27,,E01006258
WN6 7LH,Yes,53.549393,-2.647834,357174,406057,SD571060,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",17,10,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,26,,E01006258
WN6 7LJ,Yes,53.550626,-2.649151,357088,406195,SD570061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",2002-06-01,,"","",34,34,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,29,,E01006258
WN6 7LL,Yes,53.55017,-2.648766,357113,406144,SD571061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",65,26,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,29,,E01006258
WN6 7LN,Yes,53.551022,-2.647436,357202,406238,SD572062,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",39,21,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,33,,E01006369
WN6 7LP,Yes,53.550212,-2.647605,357190,406148,SD571061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",5,4,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,29,,E01006258
WN6 7LQ,Yes,53.549047,-2.646998,357229,406018,SD572060,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",30,11,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,27,,E01006369
WN6 7LR,Yes,53.549809,-2.645622,357321,406102,SD573061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",73,34,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,28,,E01006369
WN6 7LS,Yes,53.550607,-2.645981,357298,406191,SD572061,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",86,39,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,32,,E01006369
WN6 7LT,Yes,53.550732,-2.646149,357287,406205,SD572062,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",77,37,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,33,,E01006369
