Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
PH2 7NT,Yes,56.408441,-3.294732,320203,724774,NO202247,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",7,5,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,197,,S01011958
PH2 7NU,Yes,56.410175,-3.319442,318682,724996,NO186249,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",11,6,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,158,,S01011958
PH2 7NW,Yes,56.375096,-3.267078,321841,721031,NO218210,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",6,2,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,19,,S01011957
PH2 7NX,Yes,56.376198,-3.305475,319472,721198,NO194211,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",68,38,"","","Guildtown, Balbeggie and St Madoes - 02","Accessible rural area",,12,,S01011957
PH2 7NY,Yes,56.372573,-3.300656,319762,720789,NO197207,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",50,18,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,18,,S01011956
PH2 7NZ,Yes,56.372943,-3.303129,319610,720833,NO196208,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",31,9,"","","Guildtown, Balbeggie and St Madoes - 01","Accessible rural area",,18,,S01011956
PH2 7PA,Yes,56.408435,-3.412959,312908,724917,NO129249,"","Perth and Kinross","Perth City Centre", S12000024,S13002749,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",8,4,"","","Gannochy and Walnut Grove - 04","Other urban area",,39,,S01011947
PH2 7PB,Yes,56.411153,-3.40938,313135,725215,NO131252,"","Perth and Kinross","Perth City Centre", S12000024,S13002749,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",13,6,"","","Scone - 05","Accessible rural area",,35,,S01011953
PH2 7PE,Yes,56.413062,-3.401946,313598,725418,NO135254,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",3,1,"","","Scone - 05","Accessible rural area",,51,,S01011953
PH2 7PF,Yes,56.409699,-3.403686,313483,725046,NO134250,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",9,4,"","","Scone - 05","Accessible rural area",,41,,S01011953
